frame_index,actual_frame_number,centroid_x,centroid_y,displacement_x,displacement_y,displacement_magnitude
0,-1948,302.0344299519459,337.2075302318213,0.0,0.0,0.0
1,-1947,303.37868843711647,337.4338082279494,1.344258485170542,0.22627799612808985,1.3631700578008394
2,-1946,303.4789309722905,338.3017981089796,1.4445010203446031,1.0942678771583019,1.8121824921230025
3,-1945,303.78461797942316,339.48428627649406,1.7501880274772361,2.2767560446727657,2.8717200801050637
4,-1944,305.2383614787768,339.43473299863075,3.2039315268308997,2.227202766809455,3.90200069106922
5,-1943,306.7599868124622,337.4248035606352,4.725556860516292,0.21727332881391703,4.730549158542428
6,-1942,307.0837058981955,335.8788580662537,5.0492759462495655,-1.328672165567582,5.221164362948986
7,-1941,307.78494385751424,336.6155760827479,5.750513905568312,-0.5919541490733877,5.780901304531995
8,-1940,308.2702778715266,335.12374845314434,6.235847919580692,-2.0837817786769506,6.574796253670901
9,-1939,309.224520715576,334.9230814055125,7.190090763630053,-2.2844488263087896,7.5442767465981655
10,-1938,309.1253083651043,332.6625925095313,7.09087841315835,-4.544937722290001,8.42241150560157
11,-1937,310.9610404827465,333.2077450348585,8.926610530800588,-3.9997851969628186,9.781751233314147
12,-1936,311.65033407572383,331.4245692181456,9.61590412377791,-5.782961013675674,11.220884555300522
13,-1935,310.4880881637945,330.2897736481011,8.453658211848563,-6.917756583720177,10.923355405476766
14,-1934,310.52704194260485,331.9408940397351,8.49261199065893,-5.266636192086196,9.993093375110432
15,-1933,310.95741514509757,333.07956041440104,8.922985193151646,-4.127969817420251,9.831571571764918
16,-1932,312.0094202898551,332.4798216276477,9.974990337909162,-4.727708604173586,11.038643978648741
17,-1931,311.4782852339591,331.9358924068366,9.443855282013203,-5.27163782498468,10.815570625048771
18,-1930,311.36856165847405,330.57683265655055,9.334131706528126,-6.630697575270744,11.449548683223936
19,-1929,312.4455078230012,330.0124737889134,10.411077871055284,-7.195056442907912,12.655409106536528
20,-1928,312.72156973461324,331.1371541501976,10.687139782667316,-6.070376081623692,12.290826762533895
21,-1927,312.34608239536664,329.1871926565403,10.311652443420712,-8.020337575281019,13.06353669323009
22,-1926,313.7339205584178,329.6497700958396,11.699490606471898,-7.5577601359817095,13.928309973717502
23,-1925,313.48642582300124,329.4201581872595,11.451995871055317,-7.787372044561778,13.848876228455879
24,-1924,313.5348824583311,330.0811661870894,11.500452506385159,-7.126364044731872,13.52942986048074
25,-1923,311.99204500255695,332.50275583839993,9.957615050611025,-4.70477439342136,11.01312851051637
26,-1922,310.6064734088927,330.94937881429814,8.572043456946801,-6.258151417523152,10.613406059905158
27,-1921,309.3790414917398,331.24033585954965,7.3446115397939025,-5.967194372271649,9.463124608021612
28,-1920,309.49431786057556,332.155877197942,7.459887908629639,-5.05165303387929,9.009390988519732
29,-1919,308.4076320155615,332.30568110303795,6.373202063615565,-4.90184912878334,8.040263019642312
30,-1918,306.5381874268695,330.62812466758857,4.503757474923589,-6.579405564232729,7.973230773757066
31,-1917,308.21421900537007,333.30393415830025,6.179789053424145,-3.9035960735210438,7.30943602817822
32,-1916,307.45690104921454,332.81838733986433,5.4224710972686125,-4.389142891956965,6.976228789735169
33,-1915,306.82263287181775,332.50530370701205,4.7882029198718215,-4.702226524809248,6.711022388018735
34,-1914,307.34678130511463,333.2245921516755,5.312351353168708,-3.9829380801458,6.639644015290949
35,-1913,308.51356713543794,335.986345334656,6.479137183492014,-1.2211848971653012,6.593217059643453
36,-1912,308.7666271788797,336.1603204151859,6.732197226933749,-1.0472098166354158,6.8131584380808325
